Name,Price,Link,Amenities,Long Term,Minimum Stay,City,Neighborhood,Location,Floor,Square Area,Bedrooms,Bathrooms,Security,Pool,Airconditioning,Parking,Balcony,Pets Allowed,Furnishing,Updated,Latitude,Longitude,Address,Province,Region,Rating,ReviewsCount,school,hospital,shopping_mall,supermarket,church,park,gym,restaurant,bank,pharmacy,police,subway_station,train_station,university,transit_station,bus_station
Fascinating Fully Furnished Studio at Avida Vita,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/fascinating-fully-furnished-studio-at-avida-vita/a776444428&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"18,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Vita,24,22,0,1,1,1,1,,,,Fully Furnished,10-Sep-25,14.646806,121.036889,"Estate, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,152,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
Fully Furnished 1 Bedroom Unit at Avida Towers Vita for Rent,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-unit-at-avida-towers-vita-for-rent/5cb07af365&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"30,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Vita,9,33,1,1,1,1,1,,,,Fully Furnished,10-Sep-25,14.646806,121.036889,"Estate, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,152,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
Fully Furnished Studio Unit at Avida Towers Vita for Rent,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-at-avida-towers-vita-for-rent/a69138e52&cl=1,Concierge; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool,"20,000 /Month",6 Months,Quezon City,North Avenue Area,Avida Towers Vita,25,20,0,1,1,1,,,,,Fully Furnished,10-Sep-25,14.646806,121.036889,"Estate, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,152,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
Unfurnished 1 Bedroom for Rent in The Arton Quezon City,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-1-bedroom-for-rent-in-the-arton-quezon-city/75aee9d821&cl=1,Pets Allowed; Gym; Study Hall; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"35,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,27,49,1,1,1,1,,1,1,1,Unfurnished,9-Sep-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Fully Furnished One Bedroom Unit,27000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-one-bedroom-unit/9e7c6bba68&cl=1,Concierge; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"27,000 /Month",1 Year,Quezon City,Commonwealth Area,The Residences at Commonwealth by Century,5,39.6,1,1,1,1,1,,1,,Fully Furnished,10-Sep-25,14.6487853,121.0509385,"Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fascinating Fully Furnished Studio at Avida Sola,16000,https://rentpad.com.ph/long-term-rentals/quezon-city/fascinating-fully-furnished-studio-at-avida-sola/8fdd87a381&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"16,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Sola,31,22,0,1,1,1,1,,,,Fully Furnished,10-Sep-25,14.6474332,121.0356739,"Along EDSA, Vertis North, Brgy, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4,23,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Fully Furnished 5BR House for Rent in Loyola Grand Villas,180000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-5br-house-for-rent-in-loyola-grand-villas/b9645a8716&cl=1,,"180,000 /Month",1 Year,Quezon City,,,,650,5,3,,,,,,,Fully Furnished,9-Sep-25,14.6519896,121.0859165,"Loyola Grand Villas, 41 Katipunan Ext, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,,,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
Fully Furnished Studio Unit at The Arton for Rent,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-studio-unit-at-the-arton-for-rent/b6dfce1814&cl=1,,"30,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,7,27,0,1,,,,,,,Fully Furnished,9-Sep-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Semi Furnished Studio Unit for Rent at The Arton by Rockwell,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-studio-unit-for-rent-at-the-arton-by-rockwell/96d65f8567&cl=1,Swimming pool; Parking,"25,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,,27,0,1,,1,,1,,,Semi Furnished,9-Sep-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
For Lease Studio Type Condo Unit at The Arton Rockwell,26000,https://rentpad.com.ph/long-term-rentals/quezon-city/for-lease-studio-type-condo-unit-at-the-arton-rockwell/bc14585115&cl=1,,"26,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,23,27,0,1,,,,,,,Fully Furnished,9-Sep-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Fully Furnished 1 Bedroom Unit at Avida Towers Vita for Rent,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-unit-at-avida-towers-vita-for-rent/5b21648887&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"35,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Vita,23,37,1,1,1,1,1,,,,Fully Furnished,10-Sep-25,14.646806,121.036889,"Estate, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,152,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
Fascinating Fully Furnished Studio at Avida Vita 2units available,20000,https://rentpad.com.ph/long-term-rentals/quezon-city/fascinating-fully-furnished-studio-at-avida-vita-2units-availabl/d087282282&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"20,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Vita,6,23,0,1,1,1,1,,,,Fully Furnished,10-Sep-25,14.646806,121.036889,"Estate, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,152,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
Fully Furnished 2 Bedroom Unit at Avida Towers Vita for Rent,42000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2-bedroom-unit-at-avida-towers-vita-for-rent/f0f3d0d513&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"42,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Vita,22,54,2,1,1,1,1,1,,,Fully Furnished,10-Sep-25,14.646806,121.036889,"Estate, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,152,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
Unfurnished 2BR for Rent in The Arton Quezon City,65000,https://rentpad.com.ph/long-term-rentals/quezon-city/unfurnished-2br-for-rent-in-the-arton-quezon-city/87497d0f5&cl=1,Concierge; Pets Allowed; Gym; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"65,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,26,84,2,2,1,1,,1,1,1,Unfurnished,9-Sep-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Fascinating Fully Furnished 1 Bedroom at Avida Vita,28000,https://rentpad.com.ph/long-term-rentals/quezon-city/fascinating-fully-furnished-1-bedroom-at-avida-vita/6732c34188&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Storage Space,"28,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Vita,11,32,0,1,1,1,1,,,,Fully Furnished,10-Sep-25,14.646806,121.036889,"Estate, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4.5,152,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
Fully Furnished 1 Bedroom Condo Unit for Lease at The Arton Rockw,40000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1-bedroom-condo-unit-for-lease-at-the-arton-rock/f6c0959b92&cl=1,Concierge; Pets Allowed; Gym; Study Hall; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"40,000 /Month",1 Year,Taguig,Loyola Heights,The Arton,,49,1,1,1,1,,1,1,1,Fully Furnished,9-Sep-25,14.5352661,121.0662689,"Live Mariano Ave. 32*, tower 3, Grace Residence, Taguig, 1630 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Fascinating Fully Furnished 1 Bedroom at Avida Sola,26000,https://rentpad.com.ph/long-term-rentals/quezon-city/fascinating-fully-furnished-1-bedroom-at-avida-sola/8c0a04d888&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"26,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Sola,15,34,1,1,1,1,1,1,,,Fully Furnished,10-Sep-25,14.6474332,121.0356739,"Along EDSA, Vertis North, Brgy, Vertis North, Quezon City, Metro Manila, Philippines",,Metro Manila,4,23,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Fully Furnished 1BR Condo Unit for Rent at Eastwood Parkview QC,18000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-1br-condo-unit-for-rent-at-eastwood-parkview-qc/f33b64b546&cl=1,,"18,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Parkview,,38,1,1,,,,,,,Unfurnished,7-Jul-25,14.659502,121.02806,"Misamis St Bago Bantay, Sto Cristo, Quezon City, 1105 Metro Manila, Philippines",,Metro Manila,4,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Semi Furnished 2 Bedroom Unit at Viera Residences for Rent,30000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-2-bedroom-unit-at-viera-residences-for-rent/a30b90ed53&cl=1,Concierge; Pets Allowed; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony,"30,000 /Month",1 Year,Quezon City,Timog and South Triangle,Viera Residences,,55,2,1,1,1,,1,1,1,Semi Furnished,18-Aug-25,14.6167772,121.0442291,"J28V+PM9, P. Tuazon Blvd, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Semi Furnished Studio Unit at the Arton by Rockwell QC,23000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-studio-unit-at-the-arton-by-rockwell-qc/48c1fd2315&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool,"23,000 /Month",1 Year,Quezon City,Loyola Heights,The Arton,9,27,0,1,1,1,,,,,Semi Furnished,8-Aug-25,14.6317311,121.0749915,"Aurora Blvd, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,37,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Semi Furnished 1BR for Rent in Eastwood Parkview Libis QC,35000,https://rentpad.com.ph/long-term-rentals/quezon-city/semi-furnished-1br-for-rent-in-eastwood-parkview-libis-qc/33d3520398&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"35,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Parkview,16,57,1,2,1,1,1,1,,1,Semi Furnished,19-Aug-25,14.6089627,121.0797103,"Eastwood Ave, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Condo for Rent in Dmci Homes Infina Towers Aurora Blvd,37000,https://rentpad.com.ph/long-term-rentals/quezon-city/condo-for-rent-in-dmci-homes-infina-towers-aurora-blvd/4f7309ea97&cl=1,Gym; 24/7 Security; Swimming pool; Balcony,"37,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,34,53.5,2,1,1,1,,,1,,Fully Furnished,30-Jul-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1 Bedroom Unit with Unobstructed View of Quezon City Skyline,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-unit-with-unobstructed-view-of-quezon-city-skyline/9c33fb787&cl=1,Concierge; Jogging Trail; Gym; Multi-Purpose Hall; 24/7 Security; Swimming pool; Parking,"22,000 /Month",6 Months,Quezon City,Araneta Center Cubao,Sentinel Residences,24,32,1,1,1,1,,1,,,Unfurnished,1-Jun-25,14.6487853,121.0509385,"Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Bare 1 Bedroom Unit at Sola Tower 2 Edsa Vertis North QC,21000,https://rentpad.com.ph/long-term-rentals/quezon-city/bare-1-bedroom-unit-at-sola-tower-2-edsa-vertis-north-qc/df95c94945&cl=1,Concierge; Gym; 24/7 Security; Swimming pool,"21,000 /Month",1 Year,Quezon City,North Avenue Area,Avida Towers Sola,15,33,1,1,1,1,,,,,Unfurnished,15-Aug-25,14.647465,121.0368095,"J2WP+XPM, Quezon City, Metro Manila, Philippines",,Metro Manila,5,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
Furnished Studio with Great View at Le Grand Eastwood,19000,https://rentpad.com.ph/long-term-rentals/quezon-city/furnished-studio-with-great-view-at-le-grand-eastwood/0bdf534746&cl=1,Gym; Multi-Purpose Hall; 24/7 Security; Swimming pool,"19,000 /Month",6 Months,Quezon City,Eastwood City,Le Grand Towers,,28,0,1,1,1,,,,,Fully Furnished,2-Sep-25,14.6075776,121.0818933,"1, 1800 Economia Road, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.4,165,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Modern 2BR Unit in Avida Towers New Manila,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/modern-2br-unit-in-avida-towers-new-manila/ee64a69e24&cl=1,Concierge; Jogging Trail; Gym; 24/7 Security; Function Rooms; Swimming pool,"25,000 /Month",1 Year,Quezon City,New Manila,Avida Towers New Manila,8,45,2,1,1,1,,,,,Fully Furnished,22-Aug-25,14.6095068,121.0467809,"Philippines, Metro Manila, Quezon City, 41",,Metro Manila,4.2,172,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0
2BR 2 Level Fully Furnished Condo at Gilmore Tower,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/2br-2-level-fully-furnished-condo-at-gilmore-tower/1462ac1190&cl=1,Concierge; Gym; Study Hall; 24/7 Security; Function Rooms; Swimming pool,"25,000 /Month",6 Months,Quezon City,New Manila,Gilmore Tower,8,42,2,2,1,1,,,,,Fully Furnished,9-May-25,14.6120329,121.0360025,"2 Gilmore Ave, Quezon City, Metro Manila, Philippines",,Metro Manila,3.7,41,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
Spacious Fully Furnished 2BR Unit for Rent at Eastwood Parkview,45000,https://rentpad.com.ph/long-term-rentals/quezon-city/spacious-fully-furnished--2br-unit-for-rent-at-eastwood-parkview/1360fb4a56&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"45,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Parkview,8,80,2,2,1,1,1,1,,1,Fully Furnished,27-Mar-25,14.6817003,121.1002086,"114 Session Rd, Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
2 Bedroom Condo for Rent in Berkeley Residences Katipunan Ave,42000,https://rentpad.com.ph/long-term-rentals/quezon-city/2-bedroom-condo-for-rent-in-berkeley-residences--katipunan-ave/ee10195986&cl=1,,"42,000 /Month",1 Year,Quezon City,Loyola Heights,Berkeley Residences,,48.65,2,2,,,,,,,Fully Furnished,28-Jul-25,14.6370838,121.0416872,"Brgy, Franchesca Tower, Scout Borromeo St, Diliman, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1 Bedroom Fully Furnished with Balcony in Manhattan Parkview,22000,https://rentpad.com.ph/long-term-rentals/quezon-city/1-bedroom-fully-furnished-with-balcony-in-manhattan-parkview/5c87f86640&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"22,000 /Month",3 Months,Quezon City,Araneta Center Cubao,Manhattan Parkview,7,34,1,1,1,1,,,1,,Fully Furnished,14-Aug-25,14.6229078,121.0551885,"Manhattan Parkview, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Zinnia Towers 1BR Fully Furnished Unit for Rent,25000,https://rentpad.com.ph/long-term-rentals/quezon-city/zinnia-towers-1br-fully-furnished-unit-for-rent/487126ac20&cl=1,Concierge; Gym; Multi-Purpose Hall; 24/7 Security; Function Rooms; Swimming pool; Balcony; Storage Space,"25,000 /Month",1 Year,Quezon City,North Avenue Area,Zinnia Towers,33,37,1,1,1,1,1,,1,,Fully Furnished,2-Sep-25,14.6817003,121.1002086,"114 Session Rd, Quezon City, 1126 Metro Manila, Philippines",,Metro Manila,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0
Fully Furnished 2 Bedroom Unit at Infina Towers for Rent,40000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2-bedroom-unit-at-infina-towers-for-rent/6ac61d8997&cl=1,Concierge; Jogging Trail; Gym; Study Hall; 24/7 Security; Function Rooms; Swimming pool; Balcony,"40,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,,56,2,1,1,1,,,1,,Fully Furnished,1-Sep-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 2 Bedroom Unit at Infina Towers for Rent,37000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2-bedroom-unit-at-infina-towers-for-rent/d564ea9e39&cl=1,Gym; Study Hall; Function Rooms; Swimming pool; Balcony,"37,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,25,48.5,2,1,,1,,,1,,Fully Furnished,6-Jul-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
Fully Furnished 2 Bedroom Unit at Manhattan Parkway Residences,28000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2-bedroom-unit-at-manhattan-parkway-residences/734b99d647&cl=1,Concierge; Pets Allowed; Gym; 24/7 Security; Function Rooms; Swimming pool,"28,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Manhattan Parkway Residences,18,45,2,2,1,1,,,,1,Fully Furnished,23-Aug-25,14.6233573,121.0546062,"Manhattan Parkway Residences, General Malvar Ave, Cubao, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
Nicely Furnished 2BR Loft Type in Eastwood Le Grand,75000,https://rentpad.com.ph/long-term-rentals/quezon-city/nicely-furnished-2br-loft-type-in-eastwood-le-grand/d39cfe2951&cl=1,Concierge; Jogging Trail; Gym; 24/7 Security; Function Rooms; Swimming pool,"75,000 /Month",1 Year,Quezon City,Eastwood City,Eastwood Le Grand,,101,2,3,1,1,,,,,Fully Furnished,30-Aug-25,14.631775,121.049063,"37 Kamias Rd, Cor K-H St, Quezon City, 1100 Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
2 Bedroom Condo for Rent Eastwood City,45000,https://rentpad.com.ph/long-term-rentals/quezon-city/2-bedroom-condo-for-rent-eastwood-city/22781d8f40&cl=1,Concierge; Gym; 24/7 Security; Function Rooms; Parking,"45,000 /Month",1 Year,Quezon City,Eastwood City,One Orchard Road,27,,2,2,1,,,1,,,Fully Furnished,27-Mar-25,14.6096463,121.0796001,"J35H+VR5, Eulogio Rodriguez Jr. Ave, Quezon City, 1800 Metro Manila, Philippines",,Metro Manila,4.6,1872,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Elegant 2BR at One Eastwood Avenue Quezon City,60000,https://rentpad.com.ph/long-term-rentals/quezon-city/elegant-2br-at-one-eastwood-avenue-quezon-city/2005e14115&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Storage Space,"60,000 /Month",1 Year,Quezon City,Eastwood City,One Eastwood Avenue,23,80,2,2,1,1,1,1,,,Fully Furnished,21-Jan-25,14.6077212,121.0791733,"Tower One, One Eastwood Ave, Quezon City, 1110 Metro Manila, Philippines",,Metro Manila,4.4,120,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
Elegant and Spacious 2BR Unit with Great Views for Rent,45000,https://rentpad.com.ph/long-term-rentals/quezon-city/elegant-and-spacious-2br-unit-with-great-views-for-rent/3d8755b33&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"45,000 /Month",1 Year,Quezon City,Libis,Nuvo Aspire Tower,25,85,2,3,1,1,1,1,1,,Fully Furnished,26-Jun-25,14.6705053,121.0317247,"Elegant, Project 8, Quezon City, Metro Manila, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"Fully furnished 2BR unit in Infina Towers, QC",25000,https://rentpad.com.ph/long-term-rentals/quezon-city/fully-furnished-2br-unit-in-infina-towers-qc/b93e2f1662&cl=1,Concierge; Jogging Trail; Gym; Study Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Balcony,"25,000 /Month",1 Year,Quezon City,Araneta Center Cubao,Infina Towers,40,48.5,2,1,1,1,,,1,,Fully Furnished,31-Jul-25,14.6282201,121.0674028,"992 Aurora Blvd, Project 4, Quezon City, Metro Manila, Philippines",,Metro Manila,4.7,185,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
VINE06XXT2 For Rent Unfurnished 2BR in Vine Residences,14000,https://rentpad.com.ph/long-term-rentals/quezon-city/vine06xxt2-for-rent-unfurnished-2br-in-vine-residences/dcec529e69&cl=1,24/7 Security; Swimming pool,"14,000 /Month",6 Months,Quezon City,Novaliches,Vine Residences,6,29.65,2,1,1,1,,,,,Unfurnished,16-Aug-25,14.7090139,121.0356568,"P25P+J73, Quirino Hwy, BRGY, Quezon City, 1100 Metro Manila, Philippines",,Metro Manila,4.2,85,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
2 Bedroom Fully Furnished Unit 41st flr with Parking for Rent a,42000,https://rentpad.com.ph/long-term-rentals/quezon-city/2-bedroom-fully-furnished-unit--41st-flr--with-parking-for-rent-/fa620f5916&cl=1,Concierge; Pets Allowed; Jogging Trail; Gym; Study Hall; Multi-Purpose Hall; Play Room; 24/7 Security; Function Rooms; Swimming pool; Parking; Balcony; Storage Space,"42,000 /Month",1 Year,Quezon City,Araneta Center Cubao,The Orabella,41,56,2,1,1,1,1,1,1,1,Fully Furnished,26-Aug-25,14.6205156,121.1723293,"J5CC+6W4, Antipolo City, 1870 Rizal, Philippines",,Metro Manila,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
